2986,'RoboCop 2 (1990)',Action
2291,'Edward Scissorhands (1990)',Drama
8958,'Ray (2004)',Drama
608,'Fargo (1996)',Comedy
4132,'Mannequin (1987)',Comedy
3897,'Almost Famous (2000)',Drama
68157,'Inglourious Basterds (2009)',Action
4007,'Wall Street (1987)',Drama
1527,'Fifth Element The (1997)',Action
6,'Heat (1995)',Action
780,'Independence Day (a.k.a. ID4) (1996)',Action
55247,'Into the Wild (2007)',Action
1952,'Midnight Cowboy (1969)',Drama
168,'First Knight (1995)',Action
508,'Philadelphia (1993)',Drama
1304,'Butch Cassidy and the Sundance Kid (1969)',Action
2148,'House (1986)',Comedy
7254,'The Butterfly Effect (2004)',Drama
594,'Snow White and the Seven Dwarfs (1937)',Animation
674,'Barbarella (1968)',Adventure
102058,'Hulk Vs. (2009)',Animation
6102,'Missionary The (1982)',Comedy
1234,'Sting The (1973)',Comedy
1090,'Platoon (1986)',Drama
7153,'Lord of the Rings: The Return of the King The (2003)',Action
1358,'Sling Blade (1996)',Drama
6333,'X2: X-Men United (2003)',Action
480,'Jurassic Park (1993)',Action
8576,'Kopps (2003)',Action
471,'Hudsucker Proxy The (1994)',Comedy
3578,'Gladiator (2000)',Action
5010,'Black Hawk Down (2001)',Action
3108,'Fisher King The (1991)',Comedy
858,'Godfather The (1972)',Crime
281,'Nobodys Fool (1994)',Comedy
4993,'Lord of the Rings: The Fellowship of the Ring The (2001)',Adventure
8464,'Super Size Me (2004)',Comedy
2797,'Big (1988)',Comedy
153,'Batman Forever (1995)',Action
454,'Firm The (1993)',Drama
208,'Waterworld (1995)',Action
5255,'Sorority Boys (2002)',Comedy
1242,'Glory (1989)',Drama
62,'Mr. Hollands Opus (1995)',Drama
589,'Terminator 2: Judgment Day (1991)',Action
3824,'Autumn in New York (2000)',Drama
172,'Johnny Mnemonic (1995)',Action
3254,'Waynes World 2 (1993)',Comedy
47894,'Wind That Shakes the Barley The (2006)',Drama
1527,'Fifth Element The (1997)',Action
48516,'Departed The (2006)',Crime
2012,'Back to the Future Part III (1990)',Adventure
231,'Dumb & Dumber (Dumb and Dumber) (1994)',Adventure
1247,'Graduate The (1967)',Comedy
2005,'Goonies The (1985)',Action
2858,'American Beauty (1999)',Comedy
1777,'Wedding Singer The (1998)',Comedy
2392,'Jack Frost (1998)',Children
33794,'Batman Begins (2005)',Action
7899,'Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)',Action
953,'Its a Wonderful Life (1946)',Drama
367,'Mask The (1994)',Action
6979,'WarGames (1983)',Drama
3985,'Eagle Has Landed The (1976)',Drama
369,'Mrs. Parker and the Vicious Circle (1994)',Drama
457,'Fugitive The (1993)',Thriller
48,'Pocahontas (1995)',Animation
1779,'Sphere (1998)',Sci-Fi
1883,'Bulworth (1998)',Comedy
926,'All About Eve (1950)',Drama
1805,'Wild Things (1998)',Crime
1722,'Tomorrow Never Dies (1997)',Action
1653,'Gattaca (1997)',Drama
5945,'About Schmidt (2002)',Comedy
52435,'How the Grinch Stole Christmas! (1966)',Animation
57640,'Hellboy II: The Golden Army (2008)',Action
59387,'Fall The (2006)',Adventure
224,'Don Juan DeMarco (1995)',Comedy
590,'Dances with Wolves (1990)',Adventure
1097,'E.T. the Extra-Terrestrial (1982)',Children
278,'Miami Rhapsody (1995)',Comedy
5380,'Importance of Being Earnest The (2002)',Comedy
5970,'My Girl (1991)',Comedy
3578,'Gladiator (2000)',Action
527,'Schindlers List (1993)',Drama
6773,'Triplets of Belleville The (Les triplettes de Belleville) (2003)',Animation
2000,'Lethal Weapon (1987)',Action
1089,'Reservoir Dogs (1992)',Crime
4,'Waiting to Exhale (1995)',Comedy
1617,'L.A. Confidential (1997)',Crime
1207,'To Kill a Mockingbird (1962)',Drama
6350,'Laputa: Castle in the Sky (TenkÃ» no shiro Rapyuta) (1986)',Action
2987,'Who Framed Roger Rabbit? (1988)',Adventure
420,'Beverly Hills Cop III (1994)',Action
3893,'Nurse Betty (2000)',Comedy
673,'Space Jam (1996)',Adventure
1258,'Shining The (1980)',Horror
2384,'Babe: Pig in the City (1998)',Adventure
3186,'Girl Interrupted (1999)',Drama
216,'Billy Madison (1995)',Comedy
1188,'Strictly Ballroom (1992)',Comedy
69481,'Hurt Locker The (2008)',Action
5,'Father of the Bride Part II (1995)',Comedy
494,'Executive Decision (1996)',Action
2987,'Who Framed Roger Rabbit? (1988)',Adventure
99114,'Django Unchained (2012)',Action
1556,'Speed 2: Cruise Control (1997)',Action
48780,'Prestige The (2006)',Drama
5989,'Catch Me If You Can (2002)',Crime
262,'Little Princess A (1995)',Children
253,'Interview with the Vampire: The Vampire Chronicles (1994)',Drama
8948,'Alfie (2004)',Comedy
262,'Little Princess A (1995)',Children
379,'Timecop (1994)',Action
123,'Chungking Express (Chung Hing sam lam) (1994)',Drama
5420,'Windtalkers (2002)',Action
1176,'Double Life of Veronique The (Double Vie de VÃ©ronique La) (1991)',Drama
527,'Schindlers List (1993)',Drama
2716,'Ghostbusters (a.k.a. Ghost Busters) (1984)',Action
2424,'Youve Got Mail (1998)',Comedy
4262,'Scarface (1983)',Action
2076,'Blue Velvet (1986)',Drama
736,'Twister (1996)',Action
8644,'I Robot (2004)',Action
4181,'Tapeheads (1988)',Comedy
524,'Rudy (1993)',Drama
1777,'Wedding Singer The (1998)',Comedy
1148,'Wallace & Gromit: The Wrong Trousers (1993)',Animation
1721,'Titanic (1997)',Drama
1291,'Indiana Jones and the Last Crusade (1989)',Action
1036,'Die Hard (1988)',Action
1304,'Butch Cassidy and the Sundance Kid (1969)',Action
4010,'Brewsters Millions (1985)',Comedy
1210,'Star Wars: Episode VI - Return of the Jedi (1983)',Action
59784,'Kung Fu Panda (2008)',Action
1203,'12 Angry Men (1957)',Drama
913,'Maltese Falcon The (1941)',Film-Noir
1748,'Dark City (1998)',Adventure
4224,'Exit Wounds (2001)',Action
5064,'The Count of Monte Cristo (2002)',Action
370,'Naked Gun 33 1/3: The Final Insult (1994)',Action
2804,'Christmas Story A (1983)',Children
5992,'Hours The (2002)',Drama
1367,'101 Dalmatians (1996)',Adventure
1214,'Alien (1979)',Horror
3256,'Patriot Games (1992)',Action
40819,'Walk the Line (2005)',Drama
1270,'Back to the Future (1985)',Adventure
104155,'Clear History (2013)',Comedy
3107,'Backdraft (1991)',Action
2762,'Sixth Sense The (1999)',Drama
1206,'Clockwork Orange A (1971)',Crime
7008,'Last Tango in Paris (Ultimo tango a Parigi) (1972)',Drama
8784,'Garden State (2004)',Comedy
2320,'Apt Pupil (1998)',Drama
2429,'Mighty Joe Young (1998)',Action
588,'Aladdin (1992)',Adventure
1599,'Steel (1997)',Action
253,'Interview with the Vampire: The Vampire Chronicles (1994)',Drama
3809,'What About Bob? (1991)',Comedy
6,'Heat (1995)',Action
2,'Jumanji (1995)',Adventure
47,'Seven (a.k.a. Se7en) (1995)',Mystery
76091,'Mother (Madeo) (2009)',Crime
6690,'Dont Tempt Me (Sin noticias de Dios) (2001)',Comedy
292,'Outbreak (1995)',Action
196,'Species (1995)',Horror
8949,'Sideways (2004)',Comedy
464,'Hard Target (1993)',Action
2858,'American Beauty (1999)',Comedy
1625,'Game The (1997)',Drama
1010,'Love Bug The (1969)',Children
553,'Tombstone (1993)',Action
785,'Kingpin (1996)',Comedy
3751,'Chicken Run (2000)',Animation
1247,'Graduate The (1967)',Comedy
6156,'Shanghai Knights (2003)',Action
1261,'Evil Dead II (Dead by Dawn) (1987)',Action
3996,'Crouching Tiger Hidden Dragon (Wo hu cang long) (2000)',Action
356,'Forrest Gump (1994)',Comedy
2011,'Back to the Future Part II (1989)',Adventure
288,'Natural Born Killers (1994)',Action
1272,'Patton (1970)',Drama
3545,'Cabaret (1972)',Drama
2797,'Big (1988)',Comedy
41566,'Chronicles of Narnia: The Lion the Witch and the Wardrobe The (2005)',Adventure
3105,'Awakenings (1990)',Drama
1200,'Aliens (1986)',Action
1263,'Deer Hunter The (1978)',Drama
921,'My Favorite Year (1982)',Comedy
315,'Specialist The (1994)',Action
1235,'Harold and Maude (1971)',Comedy
158,'Casper (1995)',Adventure
235,'Ed Wood (1994)',Comedy
2300,'Producers The (1968)',Comedy
5462,'Crocodile Hunter: Collision Course The (2002)',Adventure
2762,'Sixth Sense The (1999)',Drama
1198,'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)',Action
3952,'Contender The (2000)',Drama
7047,'Year of the Dragon (1985)',Action
5952,'Lord of the Rings: The Two Towers The (2002)',Adventure
4028,'Songcatcher (2000)',Drama
3199,'Pal Joey (1957)',Comedy
2325,'Orgazmo (1997)',Comedy
307,'Three Colors: Blue (Trois couleurs: Bleu) (1993)',Drama
51255,'Hot Fuzz (2007)',Action
6957,'Bad Santa (2003)',Comedy
2333,'Gods and Monsters (1998)',Drama
4306,'Shrek (2001)',Adventure
4465,'Accused The (1988)',Drama
3489,'Hook (1991)',Adventure
691,'Mrs. Winterbourne (1996)',Comedy
509,'Piano The (1993)',Drama
1350,'Omen The (1976)',Horror
500,'Mrs. Doubtfire (1993)',Comedy
1610,'Hunt for Red October The (1990)',Action
2470,'Crocodile Dundee (1986)',Adventure
736,'Twister (1996)',Action
50,'Usual Suspects The (1995)',Crime
34319,'Island The (2005)',Action
593,'Silence of the Lambs The (1991)',Crime
63082,'Slumdog Millionaire (2008)',Crime
34048,'War of the Worlds (2005)',Action
1060,'Swingers (1996)',Comedy
90405,'In Time (2011)',Crime
160,'Congo (1995)',Action
3996,'Crouching Tiger Hidden Dragon (Wo hu cang long) (2000)',Action
1233,'Boot Das (Boat The) (1981)',Action
344,'Ace Ventura: Pet Detective (1994)',Comedy
1220,'Blues Brothers The (1980)',Action
2594,'Open Your Eyes (Abre los ojos) (1997)',Drama
95,'Broken Arrow (1996)',Action
2818,'Iron Eagle IV (1995)',Action
47,'Seven (a.k.a. Se7en) (1995)',Mystery
5294,'Frailty (2001)',Crime
3264,'Buffy the Vampire Slayer (1992)',Action
3114,'Toy Story 2 (1999)',Adventure
4011,'Snatch (2000)',Comedy
3983,'You Can Count on Me (2000)',Drama
3977,'Charlies Angels (2000)',Action
2353,'Enemy of the State (1998)',Action
40962,'Yours Mine and Ours (2005)',Comedy
2176,'Rope (1948)',Crime
1270,'Back to the Future (1985)',Adventure
162,'Crumb (1994)',Documentary
2108,'L.A. Story (1991)',Comedy
2762,'Sixth Sense The (1999)',Drama
293,'LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994)',Action
5797,'Company of Wolves The (1984)',Fantasy
96079,'Skyfall (2012)',Action
2947,'Goldfinger (1964)',Action
262,'Little Princess A (1995)',Children
50912,'Paris I Love You (Paris je taime) (2006)',Romance
3247,'Sister Act (1992)',Comedy
8910,'I Heart Huckabees (2004)',Comedy
2763,'Thomas Crown Affair The (1999)',Action
64957,'Curious Case of Benjamin Button The (2008)',Drama
364,'Lion King The (1994)',Adventure
1197,'Princess Bride The (1987)',Action
1274,'Akira (1988)',Action
1584,'Contact (1997)',Drama
1092,'Basic Instinct (1992)',Crime
778,'Trainspotting (1996)',Comedy
3827,'Space Cowboys (2000)',Action
2366,'King Kong (1933)',Action
5225,'And Your Mother Too (Y tu mamÃ¡ tambiÃ©n) (2001)',Drama
88,'Black Sheep (1996)',Comedy
7323,'Good bye Lenin! (2003)',Comedy
3107,'Backdraft (1991)',Action
80463,'Social Network The (2010)',Drama
2080,'Lady and the Tramp (1955)',Animation
661,'James and the Giant Peach (1996)',Adventure
942,'Laura (1944)',Crime
908,'North by Northwest (1959)',Action
5679,'Ring The (2002)',Horror
2951,'Fistful of Dollars A (Per un pugno di dollari) (1964)',Action
66203,'Hes Just Not That Into You (2009)',Comedy
2135,'Doctor Dolittle (1967)',Adventure
292,'Outbreak (1995)',Action
1722,'Tomorrow Never Dies (1997)',Action
924,'2001: A Space Odyssey (1968)',Adventure
186,'Nine Months (1995)',Comedy
1729,'Jackie Brown (1997)',Crime
3751,'Chicken Run (2000)',Animation
2716,'Ghostbusters (a.k.a. Ghost Busters) (1984)',Action
4336,'Nightwatch (Nattevagten) (1994)',Horror
4085,'Beverly Hills Cop (1984)',Action
8622,'Fahrenheit 9/11 (2004)',Documentary
253,'Interview with the Vampire: The Vampire Chronicles (1994)',Drama
4886,'Monsters Inc. (2001)',Adventure
665,'Underground (1995)',Comedy
1523,'Truth or Consequences N.M. (1997)',Action
59315,'Iron Man (2008)',Action
599,'Wild Bunch The (1969)',Adventure
6615,'Freddy vs. Jason (2003)',Action
6365,'Matrix Reloaded The (2003)',Action
3755,'Perfect Storm The (2000)',Drama
268,'Little Odessa (1994)',Crime
277,'Miracle on 34th Street (1994)',Drama
56174,'I Am Legend (2007)',Action
65130,'Revolutionary Road (2008)',Drama
256,'Junior (1994)',Comedy
8665,'Bourne Supremacy The (2004)',Action
1089,'Reservoir Dogs (1992)',Crime
4090,'Brave Little Toaster The (1987)',Animation
1135,'Private Benjamin (1980)',Comedy
7569,'You Only Live Twice (1967)',Action
329,'Star Trek: Generations (1994)',Adventure
316,'Stargate (1994)',Action
3623,'Mission: Impossible II (2000)',Action
61,'Eye for an Eye (1996)',Drama
4980,'Bill & Teds Bogus Journey (1991)',Adventure
6888,'Scary Movie 3 (2003)',Comedy
1822,'Meet the Deedles (1998)',Children
940,'Adventures of Robin Hood The (1938)',Action
2504,'200 Cigarettes (1999)',Comedy
2858,'American Beauty (1999)',Comedy
852,'Tin Cup (1996)',Comedy
296,'Pulp Fiction (1994)',Comedy
2792,'Airplane II: The Sequel (1982)',Comedy
44022,'Ice Age 2: The Meltdown (2006)',Adventure
53519,'Death Proof (2007)',Action
1527,'Fifth Element The (1997)',Action
780,'Independence Day (a.k.a. ID4) (1996)',Action
79,'Juror The (1996)',Drama
2396,'Shakespeare in Love (1998)',Comedy
7445,'Man on Fire (2004)',Action
1573,'Face/Off (1997)',Action
788,'Nutty Professor The (1996)',Comedy
2791,'Airplane! (1980)',Comedy
57274,'[REC] (2007)',Drama
33004,'Hitchhikers Guide to the Galaxy The (2005)',Adventure
588,'Aladdin (1992)',Adventure
5900,'Analyze That (2002)',Comedy
1438,'Dantes Peak (1997)',Action
1393,'Jerry Maguire (1996)',Drama
3684,'Fabulous Baker Boys The (1989)',Drama
186,'Nine Months (1995)',Comedy
1255,'Bad Taste (1987)',Comedy
208,'Waterworld (1995)',Action
59369,'Taken (2008)',Action
26578,'Sacrifice The (Offret - Sacraficatio) (1986)',Drama
4649,'Wet Hot American Summer (2001)',Comedy
1721,'Titanic (1997)',Drama
1648,'House of Yes The (1997)',Comedy
2003,'Gremlins (1984)',Comedy
1204,'Lawrence of Arabia (1962)',Adventure
2294,'Antz (1998)',Adventure
3502,'My Life (1993)',Drama
35836,'40-Year-Old Virgin The (2005)',Comedy
802,'Phenomenon (1996)',Drama
3702,'Mad Max (1979)',Action
381,'When a Man Loves a Woman (1994)',Drama
2947,'Goldfinger (1964)',Action
68954,'Up (2009)',Adventure
1092,'Basic Instinct (1992)',Crime
851,'Basquiat (1996)',Drama
6502,'28 Days Later (2002)',Action
61350,'Babylon A.D. (2008)',Action
199,'Umbrellas of Cherbourg The (Parapluies de Cherbourg Les) (1964)',Drama
2054,'Honey I Shrunk the Kids (1989)',Adventure
79357,'Mr. Nobody (2009)',Drama
1835,'City of Angels (1998)',Drama
26007,'Unknown Soldier The (Tuntematon sotilas) (1955)',Drama
63,'Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996)',Comedy
595,'Beauty and the Beast (1991)',Animation
597,'Pretty Woman (1990)',Comedy
97938,'Life of Pi (2012)',Adventure
589,'Terminator 2: Judgment Day (1991)',Action
1250,'Bridge on the River Kwai The (1957)',Adventure
1251,'8 1/2 (8Â½) (1963)',Drama
1092,'Basic Instinct (1992)',Crime
5690,'Grave of the Fireflies (Hotaru no haka) (1988)',Animation
3082,'World Is Not Enough The (1999)',Action
246,'Hoop Dreams (1994)',Documentary
3450,'Grumpy Old Men (1993)',Comedy
1069,'Murder My Sweet (1944)',Crime
2696,'Dinner Game The (DÃ®ner de cons Le) (1998)',Comedy
52319,'Inglorious Bastards (Quel maledetto treno blindato) (1978)',Action
5952,'Lord of the Rings: The Two Towers The (2002)',Adventure
378,'Speechless (1994)',Comedy
457,'Fugitive The (1993)',Thriller
1947,'West Side Story (1961)',Drama
11,'American President The (1995)',Comedy
7090,'Hero (Ying xiong) (2002)',Action
231,'Dumb & Dumber (Dumb and Dumber) (1994)',Adventure
45499,'X-Men: The Last Stand (2006)',Action
1285,'Heathers (1989)',Comedy
1730,'Kundun (1997)',Drama
293,'LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on) (1994)',Action
31410,'Downfall (Untergang Der) (2004)',Drama
3052,'Dogma (1999)',Adventure
8798,'Collateral (2004)',Action
2706,'American Pie (1999)',Comedy
5294,'Frailty (2001)',Crime
3827,'Space Cowboys (2000)',Action
98809,'Hobbit: An Unexpected Journey The (2012)',Adventure
317,'Santa Clause The (1994)',Comedy
1438,'Dantes Peak (1997)',Action
592,'Batman (1989)',Action
2302,'My Cousin Vinny (1992)',Comedy
3882,'Bring It On (2000)',Comedy
364,'Lion King The (1994)',Adventure
86190,'Hanna (2011)',Action
541,'Blade Runner (1982)',Action
93326,'This Means War (2012)',Action
2770,'Bowfinger (1999)',Comedy
1,'Toy Story (1995)',Adventure
8024,'Thing Called Love The (1993)',Comedy
2303,'Nashville (1975)',Drama
4718,'American Pie 2 (2001)',Comedy
1186,'Sex Lies and Videotape (1989)',Drama
500,'Mrs. Doubtfire (1993)',Comedy
315,'Specialist The (1994)',Action
2648,'Frankenstein (1931)',Drama
150,'Apollo 13 (1995)',Adventure
1263,'Deer Hunter The (1978)',Drama
2353,'Enemy of the State (1998)',Action
589,'Terminator 2: Judgment Day (1991)',Action
1396,'Sneakers (1992)',Action
5940,'Eating Raoul (1982)',Comedy
1446,'Kolya (Kolja) (1996)',Comedy
109072,'Sabotage (2014)',Action
4444,'Way of the Dragon The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)',Action
370,'Naked Gun 33 1/3: The Final Insult (1994)',Action
94150,'Hysteria (2011)',Comedy
3986,'6th Day The (2000)',Action
3500,'Mr. Saturday Night (1992)',Comedy
71057,'9 (2009)',Adventure
4326,'Mississippi Burning (1988)',Crime
708,'Truth About Cats & Dogs The (1996)',Comedy
4973,'Amelie (Fabuleux destin dAmÃ©lie Poulain Le) (2001)',Comedy
7293,'50 First Dates (2004)',Comedy
1517,'Austin Powers: International Man of Mystery (1997)',Action
3977,'Charlies Angels (2000)',Action
2027,'Jane Austens Mafia! (1998)',Comedy
61024,'Pineapple Express (2008)',Action
2248,'Say Anything... (1989)',Comedy
3157,'Stuart Little (1999)',Children
1479,'Saint The (1997)',Action
5,'Father of the Bride Part II (1995)',Comedy
1625,'Game The (1997)',Drama
55280,'Lars and the Real Girl (2007)',Comedy
3985,'Eagle Has Landed The (1976)',Drama
3793,'X-Men (2000)',Action
34072,'March of the Penguins (Marche de lempereur La) (2005)',Documentary
2193,'Willow (1988)',Action
36509,'Cave The (2005)',Action
5021,'Murder by Death (1976)',Comedy
1276,'Cool Hand Luke (1967)',Drama
2797,'Big (1988)',Comedy
207,'Walk in the Clouds A (1995)',Drama
2359,'Waking Ned Devine (a.k.a. Waking Ned) (1998)',Comedy
2791,'Airplane! (1980)',Comedy
928,'Rebecca (1940)',Drama
261,'Little Women (1994)',Drama
7090,'Hero (Ying xiong) (2002)',Action
2762,'Sixth Sense The (1999)',Drama
4720,'Others The (2001)',Drama
1701,'Deconstructing Harry (1997)',Comedy
7367,'Ladykillers The (2004)',Comedy
1873,'MisÃ©rables Les (1998)',Crime
493,'Menace II Society (1993)',Action
21,'Get Shorty (1995)',Comedy
59615,'Indiana Jones and the Kingdom of the Crystal Skull (2008)',Action
1967,'Labyrinth (1986)',Adventure
158,'Casper (1995)',Adventure
72554,'Cell 211 (Celda 211) (2009)',Action
3114,'Toy Story 2 (1999)',Adventure
2321,'Pleasantville (1998)',Comedy
1247,'Graduate The (1967)',Comedy
1673,'Boogie Nights (1997)',Drama
5903,'Equilibrium (2002)',Action
541,'Blade Runner (1982)',Action
515,'Remains of the Day The (1993)',Drama
16,'Casino (1995)',Crime
2433,'Civil Action A (1998)',Drama
60069,'WALLÂ·E (2008)',Adventure
50658,'49 Up (2005)',Documentary
5989,'Catch Me If You Can (2002)',Crime
79132,'Inception (2010)',Action
1816,'Two Girls and a Guy (1997)',Comedy
2193,'Willow (1988)',Action
1633,'Ulees Gold (1997)',Drama
50,'Usual Suspects The (1995)',Crime
5279,'Impromptu (1991)',Comedy
2542,'Lock Stock & Two Smoking Barrels (1998)',Comedy
2288,'Thing The (1982)',Action
412,'Age of Innocence The (1993)',Drama
4078,'Amazing Grace and Chuck (1987)',Drama
3481,'High Fidelity (2000)',Comedy
379,'Timecop (1994)',Action
4069,'Wedding Planner The (2001)',Comedy
1220,'Blues Brothers The (1980)',Action
1304,'Butch Cassidy and the Sundance Kid (1969)',Action
6711,'Lost in Translation (2003)',Comedy
2997,'Being John Malkovich (1999)',Comedy
1245,'Millers Crossing (1990)',Crime
1814,'Price Above Rubies A (1998)',Drama
3753,'Patriot The (2000)',Action
648,'Mission: Impossible (1996)',Action
457,'Fugitive The (1993)',Thriller
3481,'High Fidelity (2000)',Comedy
2563,'Dangerous Beauty (1998)',Drama
8784,'Garden State (2004)',Comedy
1061,'Sleepers (1996)',Thriller
5903,'Equilibrium (2002)',Action
5900,'Analyze That (2002)',Comedy
1921,'Pi (1998)',Drama
141,'Birdcage The (1996)',Comedy
6365,'Matrix Reloaded The (2003)',Action
2411,'Rocky IV (1985)',Action
122,'Boomerang (1992)',Comedy
5952,'Lord of the Rings: The Two Towers The (2002)',Adventure
3949,'Requiem for a Dream (2000)',Drama
2951,'Fistful of Dollars A (Per un pugno di dollari) (1964)',Action
4973,'Amelie (Fabuleux destin dAmÃ©lie Poulain Le) (2001)',Comedy
2918,'Ferris Buellers Day Off (1986)',Comedy
588,'Aladdin (1992)',Adventure
77455,'Exit Through the Gift Shop (2010)',Comedy
2090,'Rescuers The (1977)',Adventure
51277,'36th Chamber of Shaolin The (Shao Lin san shi liu fang) (Master Killer) (1978)',Action
6,'Heat (1995)',Action
3173,'Any Given Sunday (1999)',Drama
7438,'Kill Bill: Vol. 2 (2004)',Action
2243,'Broadcast News (1987)',Comedy
5218,'Ice Age (2002)',Adventure
6385,'Whale Rider (2002)',Drama
56156,'Hitman (2007)',Action
2084,'Newsies (1992)',Children
2087,'Peter Pan (1953)',Animation
688,'Operation Dumbo Drop (1995)',Action
3364,'Asphalt Jungle The (1950)',Crime
4886,'Monsters Inc. (2001)',Adventure
3360,'Hoosiers (a.k.a. Best Shot) (1986)',Drama
3034,'Robin Hood (1973)',Adventure
431,'Carlitos Way (1993)',Crime
5685,'Real Women Have Curves (2002)',Comedy
7034,'Show Me Love (Fucking Ã…mÃ¥l) (1998)',Drama
1527,'Fifth Element The (1997)',Action
32,'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)',Mystery
6539,'Pirates of the Caribbean: The Curse of the Black Pearl (2003)',Action
100390,'Identity Thief (2013)',Comedy
1221,'Godfather: Part II The (1974)',Crime
2762,'Sixth Sense The (1999)',Drama
2335,'Waterboy The (1998)',Comedy
372,'Reality Bites (1994)',Comedy
3156,'Bicentennial Man (1999)',Drama
54503,'Superbad (2007)',Comedy
3949,'Requiem for a Dream (2000)',Drama
61240,'Let the Right One In (LÃ¥t den rÃ¤tte komma in) (2008)',Drama
2716,'Ghostbusters (a.k.a. Ghost Busters) (1984)',Action
296,'Pulp Fiction (1994)',Comedy
2926,'Hairspray (1988)',Comedy
5956,'Gangs of New York (2002)',Crime
1244,'Manhattan (1979)',Comedy
1305,'Paris Texas (1984)',Drama
8961,'Incredibles The (2004)',Action
8360,'Shrek 2 (2004)',Adventure
5816,'Harry Potter and the Chamber of Secrets (2002)',Adventure
79592,'Other Guys The (2010)',Action
2976,'Bringing Out the Dead (1999)',Drama
6548,'Bad Boys II (2003)',Action
208,'Waterworld (1995)',Action
8810,'AVP: Alien vs. Predator (2004)',Action
1747,'Wag the Dog (1997)',Comedy
48394,'Pans Labyrinth (Laberinto del fauno El) (2006)',Drama
8970,'Finding Neverland (2004)',Drama
542,'Son in Law (1993)',Comedy
440,'Dave (1993)',Comedy
3174,'Man on the Moon (1999)',Comedy
70286,'District 9 (2009)',Mystery
231,'Dumb & Dumber (Dumb and Dumber) (1994)',Adventure
122,'Boomerang (1992)',Comedy
253,'Interview with the Vampire: The Vampire Chronicles (1994)',Drama
1265,'Groundhog Day (1993)',Comedy
3798,'What Lies Beneath (2000)',Drama
4246,'Bridget Joness Diary (2001)',Comedy
103253,'Elysium (2013)',Action
362,'Jungle Book The (1994)',Adventure
1951,'Oliver! (1968)',Drama
216,'Billy Madison (1995)',Comedy
4713,'Altered States (1980)',Drama
3996,'Crouching Tiger Hidden Dragon (Wo hu cang long) (2000)',Action
356,'Forrest Gump (1994)',Comedy
348,'Bullets Over Broadway (1994)',Comedy
2463,'Ruthless People (1986)',Comedy
356,'Forrest Gump (1994)',Comedy
1876,'Deep Impact (1998)',Drama
3785,'Scary Movie (2000)',Comedy
3448,'Good Morning Vietnam (1987)',Comedy
